
HM[0][0]=-0.135067	HM[0][1]=0.665301	HM[0][2]=0.576010	HM[0][3]=-0.363757	HM[0][4]=-7.622596	HM[0][5]=-9.518753	HM[0][6]=-5.972075	HM[0][7]=-12.212918	HM[0][8]=-15.379721	HM[0][9]=-5.401547	HM[0][10]=-0.884059	HM[0][11]=0.144498	HM[0][12]=6.065950	HM[0][13]=7.662045	HM[0][14]=5.470066	HM[0][15]=-0.363867	HM[0][16]=-5.979328	HM[0][17]=-1.602256	HM[0][18]=1.847214	HM[0][19]=0.452504	HM[0][20]=3.918875	HM[0][21]=4.786659	HM[0][22]=1.697063	HM[0][23]=6.374357	HM[0][24]=12.650175	HM[0][25]=11.405512	HM[0][26]=12.988593	HM[0][27]=18.915220	HM[0][28]=16.976765	HM[0][29]=9.345087	HM[0][30]=-0.237767	HM[0][31]=-7.304023	HM[0][32]=-4.576631	HM[0][33]=0.161718	HM[0][34]=4.401974	HM[0][35]=0.433163	HM[0][36]=-11.029509	HM[0][37]=-12.599364	HM[0][38]=-13.243156	HM[0][39]=-17.334919	HM[0][40]=-8.677197	HM[0][41]=2.323117	HM[0][42]=-1.512371	HM[0][43]=-10.091215	HM[0][44]=-10.842645	HM[0][45]=-6.122757	HM[0][46]=2.545144	HM[0][47]=12.690444	HM[0][48]=7.349996	HM[0][49]=-9.607608	HM[0][50]=-10.292855	HM[0][51]=3.207045	HM[0][52]=7.474756	HM[0][53]=10.703867	HM[0][54]=16.519686	HM[0][55]=12.913869	HM[0][56]=6.513489	HM[0][57]=0.697879	HM[0][58]=-1.071215	HM[0][59]=8.126632	HM[0][60]=16.005779	HM[0][61]=10.391068	HM[0][62]=-3.692325	HM[0][63]=-8.196644	HM[0][64]=3.075331	HM[0][65]=8.747780	HM[0][66]=-0.174773	HM[0][67]=-1.372649	HM[0][68]=8.688334	HM[0][69]=8.698230	HM[0][70]=0.352889	HM[0][71]=1.070875	HM[0][72]=6.875411	HM[0][73]=10.409074	HM[0][74]=8.709232	HM[0][75]=3.979936	HM[0][76]=7.214911	HM[0][77]=7.977623	HM[0][78]=-5.725289	HM[0][79]=-16.267845	HM[0][80]=-12.329626	HM[0][81]=-2.956846	HM[0][82]=0.997942	HM[0][83]=-4.193508	HM[0][84]=-4.296075	HM[0][85]=5.508010	HM[0][86]=4.068627	HM[0][87]=-5.395493	HM[0][88]=-6.295006	HM[0][89]=-3.429916	HM[0][90]=2.038997	HM[0][91]=3.249075	HM[0][92]=-6.473783	HM[0][93]=-9.318640	HM[0][94]=-5.859419	HM[0][95]=-12.103300	HM[0][96]=-13.146399	HM[0][97]=0.928640	HM[0][98]=6.559875	HM[0][99]=-4.996397	
HM[1][0]=-5.845327	HM[1][1]=-9.096271	HM[1][2]=-9.682638	HM[1][3]=-6.996220	HM[1][4]=-4.006530	HM[1][5]=0.107324	HM[1][6]=2.067542	HM[1][7]=-6.403543	HM[1][8]=-10.035789	HM[1][9]=2.834401	HM[1][10]=6.110743	HM[1][11]=-2.758022	HM[1][12]=-0.429088	HM[1][13]=10.775514	HM[1][14]=15.379509	HM[1][15]=10.695864	HM[1][16]=6.697556	HM[1][17]=8.264061	HM[1][18]=4.871185	HM[1][19]=0.114200	HM[1][20]=3.701893	HM[1][21]=5.153740	HM[1][22]=3.302088	HM[1][23]=7.620357	HM[1][24]=14.300421	HM[1][25]=17.204935	HM[1][26]=19.885433	HM[1][27]=19.613028	HM[1][28]=10.578602	HM[1][29]=0.865125	HM[1][30]=-4.178497	HM[1][31]=-6.095703	HM[1][32]=-2.383837	HM[1][33]=3.573129	HM[1][34]=7.965711	HM[1][35]=1.520415	HM[1][36]=-10.467229	HM[1][37]=-10.583488	HM[1][38]=-7.775518	HM[1][39]=-9.292593	HM[1][40]=-5.486955	HM[1][41]=-0.717373	HM[1][42]=-0.974435	HM[1][43]=-2.225057	HM[1][44]=-6.214551	HM[1][45]=-12.048876	HM[1][46]=-10.128520	HM[1][47]=1.190465	HM[1][48]=5.520040	HM[1][49]=-3.318870	HM[1][50]=-4.355921	HM[1][51]=5.804039	HM[1][52]=7.399848	HM[1][53]=3.766836	HM[1][54]=6.123448	HM[1][55]=7.396691	HM[1][56]=2.954213	HM[1][57]=-3.343225	HM[1][58]=-3.724688	HM[1][59]=4.264505	HM[1][60]=6.803396	HM[1][61]=-3.883180	HM[1][62]=-16.078203	HM[1][63]=-12.303848	HM[1][64]=4.632942	HM[1][65]=6.998322	HM[1][66]=-6.264813	HM[1][67]=-6.605636	HM[1][68]=4.764241	HM[1][69]=6.440119	HM[1][70]=0.067160	HM[1][71]=2.082373	HM[1][72]=7.788591	HM[1][73]=8.243946	HM[1][74]=7.393851	HM[1][75]=3.919887	HM[1][76]=1.107018	HM[1][77]=-0.540075	HM[1][78]=-8.482459	HM[1][79]=-12.956158	HM[1][80]=-7.312998	HM[1][81]=-1.816126	HM[1][82]=-2.799941	HM[1][83]=-11.061792	HM[1][84]=-16.955109	HM[1][85]=-9.117575	HM[1][86]=-1.324230	HM[1][87]=-4.073449	HM[1][88]=-9.090476	HM[1][89]=-9.702291	HM[1][90]=-0.735069	HM[1][91]=8.743451	HM[1][92]=3.076480	HM[1][93]=-6.010508	HM[1][94]=-6.968436	HM[1][95]=-4.773924	HM[1][96]=0.199755	HM[1][97]=3.364489	HM[1][98]=1.907278	HM[1][99]=-3.941253	
HM[2][0]=-7.267527	HM[2][1]=-13.936645	HM[2][2]=-13.906759	HM[2][3]=-11.841141	HM[2][4]=-8.913563	HM[2][5]=-2.945003	HM[2][6]=1.619434	HM[2][7]=-4.204388	HM[2][8]=-6.223145	HM[2][9]=7.268270	HM[2][10]=10.183740	HM[2][11]=-3.458725	HM[2][12]=-3.904307	HM[2][13]=12.632076	HM[2][14]=21.781931	HM[2][15]=17.471727	HM[2][16]=12.292398	HM[2][17]=8.632568	HM[2][18]=0.772495	HM[2][19]=-6.890913	HM[2][20]=-5.620345	HM[2][21]=3.418244	HM[2][22]=11.023713	HM[2][23]=8.061456	HM[2][24]=1.771062	HM[2][25]=2.984782	HM[2][26]=7.454412	HM[2][27]=8.141080	HM[2][28]=3.482256	HM[2][29]=-2.777995	HM[2][30]=-5.813756	HM[2][31]=-3.457050	HM[2][32]=-0.099013	HM[2][33]=0.109258	HM[2][34]=0.358860	HM[2][35]=-0.062730	HM[2][36]=-2.573094	HM[2][37]=-2.247764	HM[2][38]=-1.332227	HM[2][39]=-2.974318	HM[2][40]=-2.003907	HM[2][41]=0.477793	HM[2][42]=1.645110	HM[2][43]=6.629787	HM[2][44]=9.635366	HM[2][45]=1.497463	HM[2][46]=-7.655324	HM[2][47]=-6.926144	HM[2][48]=-1.753891	HM[2][49]=-1.407793	HM[2][50]=-0.858820	HM[2][51]=1.933351	HM[2][52]=-1.781177	HM[2][53]=-7.118922	HM[2][54]=-4.374162	HM[2][55]=-0.843110	HM[2][56]=-4.013148	HM[2][57]=-10.216297	HM[2][58]=-13.115728	HM[2][59]=-8.895046	HM[2][60]=-5.005475	HM[2][61]=-10.593894	HM[2][62]=-17.240528	HM[2][63]=-10.686113	HM[2][64]=4.730401	HM[2][65]=6.117444	HM[2][66]=-4.453893	HM[2][67]=-3.276258	HM[2][68]=3.543728	HM[2][69]=2.915807	HM[2][70]=-0.590096	HM[2][71]=1.387386	HM[2][72]=4.483170	HM[2][73]=2.902463	HM[2][74]=1.922596	HM[2][75]=-1.219623	HM[2][76]=-4.951579	HM[2][77]=-2.365305	HM[2][78]=0.719360	HM[2][79]=3.111915	HM[2][80]=6.746405	HM[2][81]=8.715185	HM[2][82]=6.538698	HM[2][83]=-2.523979	HM[2][84]=-13.426788	HM[2][85]=-11.663173	HM[2][86]=-1.805948	HM[2][87]=-4.975940	HM[2][88]=-16.344011	HM[2][89]=-16.607634	HM[2][90]=-7.101235	HM[2][91]=3.423844	HM[2][92]=8.909332	HM[2][93]=6.785696	HM[2][94]=0.368230	HM[2][95]=1.049151	HM[2][96]=7.757288	HM[2][97]=5.244395	HM[2][98]=-1.294878	HM[2][99]=-2.294576	
HM[3][0]=-5.566261	HM[3][1]=-13.549355	HM[3][2]=-13.900341	HM[3][3]=-10.237728	HM[3][4]=-9.791007	HM[3][5]=-7.508986	HM[3][6]=-2.996291	HM[3][7]=-7.061718	HM[3][8]=-9.748579	HM[3][9]=1.886871	HM[3][10]=9.472166	HM[3][11]=2.544773	HM[3][12]=1.699006	HM[3][13]=13.663828	HM[3][14]=18.251524	HM[3][15]=9.937883	HM[3][16]=1.428998	HM[3][17]=-5.146704	HM[3][18]=-11.145343	HM[3][19]=-13.041605	HM[3][20]=-10.366608	HM[3][21]=2.136539	HM[3][22]=13.561076	HM[3][23]=4.165439	HM[3][24]=-11.625361	HM[3][25]=-14.413409	HM[3][26]=-11.886781	HM[3][27]=-8.114758	HM[3][28]=-1.645615	HM[3][29]=2.108911	HM[3][30]=0.431471	HM[3][31]=-1.672936	HM[3][32]=-5.716521	HM[3][33]=-12.442110	HM[3][34]=-10.612956	HM[3][35]=1.755865	HM[3][36]=9.365118	HM[3][37]=6.444862	HM[3][38]=2.598591	HM[3][39]=1.328385	HM[3][40]=3.373166	HM[3][41]=8.849466	HM[3][42]=12.052582	HM[3][43]=16.146717	HM[3][44]=20.358011	HM[3][45]=12.448269	HM[3][46]=-1.055167	HM[3][47]=-4.119010	HM[3][48]=2.511255	HM[3][49]=6.322785	HM[3][50]=2.850146	HM[3][51]=-2.365776	HM[3][52]=-7.590912	HM[3][53]=-9.348722	HM[3][54]=-3.999056	HM[3][55]=-0.564727	HM[3][56]=-1.964347	HM[3][57]=-2.741986	HM[3][58]=-4.266387	HM[3][59]=-3.141508	HM[3][60]=-0.381711	HM[3][61]=-1.870932	HM[3][62]=-3.841484	HM[3][63]=-3.362159	HM[3][64]=3.470768	HM[3][65]=9.147809	HM[3][66]=4.802813	HM[3][67]=0.153608	HM[3][68]=-1.307210	HM[3][69]=-2.029587	HM[3][70]=0.909412	HM[3][71]=5.279839	HM[3][72]=1.645735	HM[3][73]=-6.038037	HM[3][74]=-8.024834	HM[3][75]=-7.004367	HM[3][76]=-4.778369	HM[3][77]=1.011124	HM[3][78]=8.184569	HM[3][79]=11.573059	HM[3][80]=12.118576	HM[3][81]=14.746477	HM[3][82]=15.183282	HM[3][83]=7.428206	HM[3][84]=-3.136568	HM[3][85]=-5.489984	HM[3][86]=1.025948	HM[3][87]=0.869176	HM[3][88]=-8.547985	HM[3][89]=-14.127377	HM[3][90]=-12.478929	HM[3][91]=-4.763191	HM[3][92]=7.504950	HM[3][93]=12.798580	HM[3][94]=6.418498	HM[3][95]=4.558603	HM[3][96]=10.660105	HM[3][97]=11.179267	HM[3][98]=6.354219	HM[3][99]=4.646955	
HM[4][0]=-3.810053	HM[4][1]=-9.955592	HM[4][2]=-9.966406	HM[4][3]=-3.797090	HM[4][4]=-3.862005	HM[4][5]=-6.125683	HM[4][6]=-4.224393	HM[4][7]=-5.639252	HM[4][8]=-11.645751	HM[4][9]=-10.726682	HM[4][10]=-3.938176	HM[4][11]=-0.241608	HM[4][12]=3.674043	HM[4][13]=9.877724	HM[4][14]=10.812838	HM[4][15]=2.279240	HM[4][16]=-8.903580	HM[4][17]=-16.423590	HM[4][18]=-18.178785	HM[4][19]=-13.606781	HM[4][20]=-8.838574	HM[4][21]=-1.809443	HM[4][22]=6.453678	HM[4][23]=3.798151	HM[4][24]=-5.034357	HM[4][25]=-11.515050	HM[4][26]=-16.758486	HM[4][27]=-15.758470	HM[4][28]=-5.032596	HM[4][29]=6.567363	HM[4][30]=8.325912	HM[4][31]=2.090402	HM[4][32]=-7.053504	HM[4][33]=-13.695431	HM[4][34]=-8.022680	HM[4][35]=8.519109	HM[4][36]=18.979759	HM[4][37]=14.789873	HM[4][38]=5.430554	HM[4][39]=0.678190	HM[4][40]=4.346532	HM[4][41]=11.892605	HM[4][42]=15.917939	HM[4][43]=18.357550	HM[4][44]=18.066422	HM[4][45]=7.658097	HM[4][46]=-4.632689	HM[4][47]=-2.783460	HM[4][48]=7.315296	HM[4][49]=10.471215	HM[4][50]=3.920982	HM[4][51]=-5.708773	HM[4][52]=-10.350006	HM[4][53]=-6.277550	HM[4][54]=2.400793	HM[4][55]=4.692327	HM[4][56]=2.706105	HM[4][57]=6.312901	HM[4][58]=13.008202	HM[4][59]=14.709141	HM[4][60]=7.684620	HM[4][61]=3.250775	HM[4][62]=7.818934	HM[4][63]=6.156153	HM[4][64]=3.583195	HM[4][65]=9.599270	HM[4][66]=9.153586	HM[4][67]=-0.754639	HM[4][68]=-8.324649	HM[4][69]=-10.346779	HM[4][70]=-3.317742	HM[4][71]=5.489099	HM[4][72]=-0.798380	HM[4][73]=-14.089693	HM[4][74]=-16.533895	HM[4][75]=-9.347322	HM[4][76]=-2.037101	HM[4][77]=0.302828	HM[4][78]=0.944128	HM[4][79]=1.547306	HM[4][80]=1.208580	HM[4][81]=3.343880	HM[4][82]=5.420846	HM[4][83]=4.308228	HM[4][84]=4.049283	HM[4][85]=3.141690	HM[4][86]=2.054293	HM[4][87]=5.774778	HM[4][88]=5.325635	HM[4][89]=-3.433025	HM[4][90]=-4.539310	HM[4][91]=4.052410	HM[4][92]=8.355041	HM[4][93]=4.520660	HM[4][94]=0.479496	HM[4][95]=4.469757	HM[4][96]=13.480586	HM[4][97]=19.204033	HM[4][98]=18.471144	HM[4][99]=14.708832	
HM[5][0]=-0.002827	HM[5][1]=-3.329754	HM[5][2]=-0.813052	HM[5][3]=5.163790	HM[5][4]=0.728055	HM[5][5]=-8.624169	HM[5][6]=-7.084130	HM[5][7]=-2.347634	HM[5][8]=-9.221711	HM[5][9]=-16.576069	HM[5][10]=-11.596505	HM[5][11]=-1.388447	HM[5][12]=6.336605	HM[5][13]=7.330706	HM[5][14]=3.803729	HM[5][15]=-0.962197	HM[5][16]=-8.226124	HM[5][17]=-12.782303	HM[5][18]=-12.686176	HM[5][19]=-12.231526	HM[5][20]=-10.806686	HM[5][21]=-6.873152	HM[5][22]=-2.834733	HM[5][23]=-1.418591	HM[5][24]=-0.998832	HM[5][25]=-2.336099	HM[5][26]=-7.173947	HM[5][27]=-9.604486	HM[5][28]=-5.122690	HM[5][29]=3.794409	HM[5][30]=6.492727	HM[5][31]=1.631328	HM[5][32]=-3.925918	HM[5][33]=-5.107919	HM[5][34]=1.567512	HM[5][35]=11.860840	HM[5][36]=18.053476	HM[5][37]=16.323240	HM[5][38]=5.314125	HM[5][39]=-5.466772	HM[5][40]=-1.205822	HM[5][41]=9.042549	HM[5][42]=11.602751	HM[5][43]=11.396290	HM[5][44]=8.858513	HM[5][45]=-1.725200	HM[5][46]=-12.253336	HM[5][47]=-11.319942	HM[5][48]=-6.181127	HM[5][49]=-3.039272	HM[5][50]=-1.280443	HM[5][51]=-6.928930	HM[5][52]=-10.106199	HM[5][53]=0.454786	HM[5][54]=12.991791	HM[5][55]=13.125197	HM[5][56]=4.979133	HM[5][57]=2.888050	HM[5][58]=12.027891	HM[5][59]=16.637741	HM[5][60]=8.330346	HM[5][61]=6.155722	HM[5][62]=14.948118	HM[5][63]=13.288851	HM[5][64]=4.607827	HM[5][65]=5.513587	HM[5][66]=4.904103	HM[5][67]=-4.762203	HM[5][68]=-11.577219	HM[5][69]=-12.413911	HM[5][70]=-8.635765	HM[5][71]=-2.773716	HM[5][72]=-3.241367	HM[5][73]=-9.131589	HM[5][74]=-9.763961	HM[5][75]=-3.471522	HM[5][76]=0.408538	HM[5][77]=-5.028946	HM[5][78]=-10.293658	HM[5][79]=-8.942835	HM[5][80]=-7.846595	HM[5][81]=-8.360922	HM[5][82]=-5.857975	HM[5][83]=1.980007	HM[5][84]=11.050982	HM[5][85]=10.464323	HM[5][86]=2.538652	HM[5][87]=2.777051	HM[5][88]=8.891335	HM[5][89]=8.693163	HM[5][90]=10.220244	HM[5][91]=15.662773	HM[5][92]=9.467598	HM[5][93]=-5.959966	HM[5][94]=-11.831519	HM[5][95]=-3.129706	HM[5][96]=11.373253	HM[5][97]=21.426279	HM[5][98]=20.629511	HM[5][99]=14.190735	
HM[6][0]=4.183131	HM[6][1]=3.335503	HM[6][2]=4.270563	HM[6][3]=9.197244	HM[6][4]=4.194590	HM[6][5]=-7.000215	HM[6][6]=-5.364221	HM[6][7]=0.182714	HM[6][8]=-5.569093	HM[6][9]=-8.167987	HM[6][10]=0.485188	HM[6][11]=8.479679	HM[6][12]=12.871510	HM[6][13]=12.627487	HM[6][14]=4.996222	HM[6][15]=-1.890150	HM[6][16]=-4.436117	HM[6][17]=-6.741416	HM[6][18]=-10.515409	HM[6][19]=-14.848731	HM[6][20]=-14.952339	HM[6][21]=-10.361274	HM[6][22]=-9.714559	HM[6][23]=-11.681444	HM[6][24]=-6.084732	HM[6][25]=2.879115	HM[6][26]=4.369304	HM[6][27]=-1.191444	HM[6][28]=-5.338211	HM[6][29]=-3.027373	HM[6][30]=-2.093224	HM[6][31]=-4.877088	HM[6][32]=-4.749828	HM[6][33]=-1.579541	HM[6][34]=3.820135	HM[6][35]=6.864216	HM[6][36]=4.790367	HM[6][37]=2.962272	HM[6][38]=-1.271881	HM[6][39]=-9.345407	HM[6][40]=-6.942553	HM[6][41]=3.474786	HM[6][42]=5.252887	HM[6][43]=1.412166	HM[6][44]=-1.075471	HM[6][45]=-5.094755	HM[6][46]=-8.298192	HM[6][47]=-12.288432	HM[6][48]=-19.628626	HM[6][49]=-18.934574	HM[6][50]=-9.739213	HM[6][51]=-7.625575	HM[6][52]=-5.652240	HM[6][53]=5.928591	HM[6][54]=14.990218	HM[6][55]=12.354614	HM[6][56]=1.646627	HM[6][57]=-5.764820	HM[6][58]=-1.321190	HM[6][59]=5.337233	HM[6][60]=7.387752	HM[6][61]=12.647422	HM[6][62]=20.059019	HM[6][63]=15.812672	HM[6][64]=2.257323	HM[6][65]=-4.819871	HM[6][66]=-3.514104	HM[6][67]=-4.406598	HM[6][68]=-6.794711	HM[6][69]=-6.032841	HM[6][70]=-4.806495	HM[6][71]=-5.269071	HM[6][72]=-4.437087	HM[6][73]=-0.245539	HM[6][74]=2.855156	HM[6][75]=4.144677	HM[6][76]=0.455376	HM[6][77]=-9.180099	HM[6][78]=-13.392732	HM[6][79]=-8.696541	HM[6][80]=-4.260950	HM[6][81]=-2.345827	HM[6][82]=0.039490	HM[6][83]=6.615564	HM[6][84]=14.574136	HM[6][85]=13.264580	HM[6][86]=3.799190	HM[6][87]=0.062811	HM[6][88]=7.114056	HM[6][89]=12.650400	HM[6][90]=11.235716	HM[6][91]=9.486740	HM[6][92]=4.433420	HM[6][93]=-6.444186	HM[6][94]=-11.928175	HM[6][95]=-6.995114	HM[6][96]=4.388296	HM[6][97]=14.304983	HM[6][98]=12.634330	HM[6][99]=2.616167	
HM[7][0]=1.930664	HM[7][1]=7.784119	HM[7][2]=6.251129	HM[7][3]=7.829253	HM[7][4]=7.522500	HM[7][5]=4.430421	HM[7][6]=7.070019	HM[7][7]=6.242881	HM[7][8]=-1.107593	HM[7][9]=1.818583	HM[7][10]=11.466393	HM[7][11]=14.880213	HM[7][12]=14.977701	HM[7][13]=17.182896	HM[7][14]=13.920148	HM[7][15]=5.819948	HM[7][16]=0.853653	HM[7][17]=-5.234035	HM[7][18]=-13.554374	HM[7][19]=-17.508320	HM[7][20]=-15.261498	HM[7][21]=-9.154102	HM[7][22]=-8.555814	HM[7][23]=-11.308202	HM[7][24]=-2.967222	HM[7][25]=8.921816	HM[7][26]=7.959654	HM[7][27]=0.087268	HM[7][28]=-4.394165	HM[7][29]=-6.591331	HM[7][30]=-8.027529	HM[7][31]=-6.605122	HM[7][32]=-1.964740	HM[7][33]=1.837043	HM[7][34]=1.715373	HM[7][35]=-1.704752	HM[7][36]=-6.622211	HM[7][37]=-6.125786	HM[7][38]=-3.145142	HM[7][39]=-6.619410	HM[7][40]=-8.556563	HM[7][41]=-5.093173	HM[7][42]=-5.317981	HM[7][43]=-7.118049	HM[7][44]=-5.770255	HM[7][45]=-0.816346	HM[7][46]=3.494467	HM[7][47]=-3.220668	HM[7][48]=-17.409685	HM[7][49]=-21.619194	HM[7][50]=-17.105738	HM[7][51]=-12.740766	HM[7][52]=-5.148021	HM[7][53]=1.692032	HM[7][54]=0.272038	HM[7][55]=-4.763703	HM[7][56]=-7.727607	HM[7][57]=-8.594742	HM[7][58]=-3.674340	HM[7][59]=5.551736	HM[7][60]=10.667204	HM[7][61]=13.269417	HM[7][62]=16.739468	HM[7][63]=10.859192	HM[7][64]=-5.707655	HM[7][65]=-16.877666	HM[7][66]=-12.867994	HM[7][67]=-2.892464	HM[7][68]=1.195991	HM[7][69]=2.788468	HM[7][70]=5.439129	HM[7][71]=1.940580	HM[7][72]=-2.770748	HM[7][73]=2.309047	HM[7][74]=8.629873	HM[7][75]=7.060867	HM[7][76]=1.085673	HM[7][77]=-5.586391	HM[7][78]=-8.044555	HM[7][79]=-4.350859	HM[7][80]=2.693445	HM[7][81]=9.198842	HM[7][82]=10.325577	HM[7][83]=9.921671	HM[7][84]=13.085978	HM[7][85]=12.024548	HM[7][86]=4.367786	HM[7][87]=1.558082	HM[7][88]=5.503914	HM[7][89]=6.793370	HM[7][90]=4.672252	HM[7][91]=2.664732	HM[7][92]=-0.817297	HM[7][93]=-3.159795	HM[7][94]=-2.988097	HM[7][95]=-2.777353	HM[7][96]=-0.726482	HM[7][97]=3.837025	HM[7][98]=3.405599	HM[7][99]=-3.362756	
HM[8][0]=-0.985390	HM[8][1]=7.101751	HM[8][2]=3.744931	HM[8][3]=2.198239	HM[8][4]=5.762718	HM[8][5]=10.019938	HM[8][6]=14.148787	HM[8][7]=8.917577	HM[8][8]=-1.997039	HM[8][9]=-1.073615	HM[8][10]=8.907799	HM[8][11]=16.015633	HM[8][12]=18.772228	HM[8][13]=20.974749	HM[8][14]=21.270237	HM[8][15]=15.569155	HM[8][16]=5.638515	HM[8][17]=-3.448427	HM[8][18]=-9.616207	HM[8][19]=-14.074516	HM[8][20]=-13.321628	HM[8][21]=-5.085243	HM[8][22]=-3.579117	HM[8][23]=-8.225279	HM[8][24]=-1.250928	HM[8][25]=8.130330	HM[8][26]=4.843311	HM[8][27]=0.299604	HM[8][28]=0.829936	HM[8][29]=-2.293019	HM[8][30]=-4.019896	HM[8][31]=2.466917	HM[8][32]=7.778422	HM[8][33]=7.655131	HM[8][34]=2.964147	HM[8][35]=-3.310831	HM[8][36]=-3.976913	HM[8][37]=0.695004	HM[8][38]=3.730117	HM[8][39]=0.859987	HM[8][40]=-1.479322	HM[8][41]=-4.275505	HM[8][42]=-8.846791	HM[8][43]=-8.479208	HM[8][44]=-4.280188	HM[8][45]=2.332556	HM[8][46]=7.492439	HM[8][47]=1.977931	HM[8][48]=-7.576290	HM[8][49]=-11.572805	HM[8][50]=-17.320927	HM[8][51]=-22.550531	HM[8][52]=-16.411810	HM[8][53]=-8.811930	HM[8][54]=-12.443547	HM[8][55]=-16.021711	HM[8][56]=-9.139708	HM[8][57]=-1.340956	HM[8][58]=6.358268	HM[8][59]=15.996078	HM[8][60]=16.786501	HM[8][61]=12.372087	HM[8][62]=11.165890	HM[8][63]=4.157924	HM[8][64]=-10.151513	HM[8][65]=-18.507727	HM[8][66]=-14.342160	HM[8][67]=-3.649966	HM[8][68]=2.899153	HM[8][69]=7.669711	HM[8][70]=13.794525	HM[8][71]=11.129422	HM[8][72]=2.612398	HM[8][73]=4.902523	HM[8][74]=10.447676	HM[8][75]=9.848467	HM[8][76]=8.447673	HM[8][77]=3.628236	HM[8][78]=-2.713726	HM[8][79]=-1.014206	HM[8][80]=6.374477	HM[8][81]=10.236055	HM[8][82]=10.700681	HM[8][83]=11.724251	HM[8][84]=12.203653	HM[8][85]=10.468744	HM[8][86]=8.670536	HM[8][87]=7.507528	HM[8][88]=2.385611	HM[8][89]=-4.531779	HM[8][90]=-3.510777	HM[8][91]=-0.660087	HM[8][92]=-6.259596	HM[8][93]=-8.957116	HM[8][94]=-5.577669	HM[8][95]=-4.884390	HM[8][96]=-4.977757	HM[8][97]=-3.626049	HM[8][98]=-0.660398	HM[8][99]=1.243917	
HM[9][0]=3.879528	HM[9][1]=0.958854	HM[9][2]=-6.677405	HM[9][3]=-7.550310	HM[9][4]=-2.661142	HM[9][5]=3.312108	HM[9][6]=8.073835	HM[9][7]=2.393227	HM[9][8]=-10.145011	HM[9][9]=-12.084358	HM[9][10]=0.389694	HM[9][11]=14.878899	HM[9][12]=20.918373	HM[9][13]=19.044497	HM[9][14]=15.743107	HM[9][15]=11.502861	HM[9][16]=3.596442	HM[9][17]=-1.645524	HM[9][18]=-3.375716	HM[9][19]=-10.728055	HM[9][20]=-13.870342	HM[9][21]=-6.472459	HM[9][22]=-4.918814	HM[9][23]=-9.330924	HM[9][24]=-7.873377	HM[9][25]=-6.547226	HM[9][26]=-6.547203	HM[9][27]=-2.651441	HM[9][28]=2.207212	HM[9][29]=3.453323	HM[9][30]=5.280450	HM[9][31]=10.942836	HM[9][32]=12.818220	HM[9][33]=8.289136	HM[9][34]=2.407401	HM[9][35]=-1.236124	HM[9][36]=-0.489022	HM[9][37]=1.539483	HM[9][38]=0.949108	HM[9][39]=0.714678	HM[9][40]=4.728324	HM[9][41]=3.917609	HM[9][42]=-4.308615	HM[9][43]=-8.649714	HM[9][44]=-4.048989	HM[9][45]=3.400083	HM[9][46]=6.873764	HM[9][47]=2.752683	HM[9][48]=-0.055840	HM[9][49]=1.786141	HM[9][50]=-7.206966	HM[9][51]=-24.619589	HM[9][52]=-26.780350	HM[9][53]=-15.102328	HM[9][54]=-12.381685	HM[9][55]=-13.658354	HM[9][56]=-4.428827	HM[9][57]=3.230199	HM[9][58]=8.234803	HM[9][59]=15.538393	HM[9][60]=17.521139	HM[9][61]=14.798686	HM[9][62]=9.405150	HM[9][63]=1.937201	HM[9][64]=-4.707604	HM[9][65]=-6.495985	HM[9][66]=-3.204201	HM[9][67]=0.845907	HM[9][68]=4.639889	HM[9][69]=11.452507	HM[9][70]=18.531942	HM[9][71]=15.744378	HM[9][72]=6.141291	HM[9][73]=6.000021	HM[9][74]=10.956583	HM[9][75]=13.528723	HM[9][76]=15.848923	HM[9][77]=8.995107	HM[9][78]=-2.323328	HM[9][79]=-1.883725	HM[9][80]=3.303695	HM[9][81]=3.648045	HM[9][82]=7.388029	HM[9][83]=13.576001	HM[9][84]=11.701781	HM[9][85]=9.908939	HM[9][86]=13.295142	HM[9][87]=9.879264	HM[9][88]=-0.412395	HM[9][89]=-8.818681	HM[9][90]=-10.452828	HM[9][91]=-9.747537	HM[9][92]=-15.349200	HM[9][93]=-19.619558	HM[9][94]=-16.876127	HM[9][95]=-11.946520	HM[9][96]=-5.621460	HM[9][97]=-2.180906	HM[9][98]=0.320894	HM[9][99]=3.714889	
